9,KN/KPP/2016/24/1404,KarnatakaKoppal,Food Poisoning,26,00,13-06-16,14-06-16,Under Control,"Cases reported from Village Kustagi Urban, PHC/CHC UHC Kustagi, Taluk Kushtagi. District RRT investigated the outbreak. House to house survey done. 02 Water samples found potable at DH Koppal. Health camp organized and all cases treated symptomatically. Health education given.",,24
10,KL/KOA/2016/24/1405,KeralaKollam,Dengue,119,00,09-06-16,15-06-16,Under control,"Cases reported from Village/HSC Edaman, Ottakkal, PHC Thenmala, Block Kulathupuzha. District RRT investigated the outbreak. House to house survey done. Out of 119 serums samples collected 5 samples were positive for Dengue (IgM ELISA) and 23 were positive for NS1 antigen (ELISA) tested at THQH Punalur Lab. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,24
11,KL/KOA/2016/24/1406,KeralaKollam,Food Poisoning,30,00,15-06-16,16-06-16,Under control,"Cases reported from Village/HSC Kottarakkara, Block/PHC Nedumancavu. District RRT investigated the outbreak. Al cases consumed food in a mid –day meal programme. House to house survey done. Food samples collected by the Food Safety Officers. Health camp organized and all cases treated symptomatically. Health education given.",,24
12,MP/BTU/2016/24/1407,Madhya PradeshBetul,Acute Diarrheal Disease,161,02,06-06-16,15-06-16,Under Control,"Cases reported from Village Ghughari, PHC Sawalmendha, CHC Bhainsdehi. District RRT investigated the outbreak. House to house survey done. 2 Water samples tested at PHED lab found potable. All cases treated symptomatically. Health education given. Deceased were 40 year old Female and 10 year old Male child.",,24
13,MP/BHN/2016/24/1408,Madhya PradeshBhind,Acute Diarrheal Disease,22,01,06-06-16,09-06-16,Under Control,"Cases reported from Village Chharenta (Karwas), PHC Guhisar, Block Gohad. District RRT investigated the outbreak. House to house survey done. 02 Stool samples Bhind; found negative for enteric pathogens. 2 Water samples tested at PHE found non potable. Health camp organized and all cases symptomatically. Health education Deceased was 6 year old female child.",tested at District Lab treated given.,24
19,MH/BNR/2016/24/1414,MaharashtraBhandara,Acute Gastroenteritis,26,00,15-06-16,16-06-16,Under Control,"Cases reported from Village/SC Salebhata, PHC/Block Lakhani. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable causes of the outbreak. All 13 water samples tested were found potable. All 05 Stool samples tested at District hospital lab were negative for enteric pathogens. All cases treated symptomatically. Health education given.",,24
20,MH/GAD/2016/24/1415,MaharashtraGadchiroli,Acute Diarrheal Disease,32,00,10-06-16,14-06-16,Under Control,"Cases reported from Village/SC/PHC Amirza, Block Gadchiroli. District RRT investigated the outbreak. House to house survey done. 1 Water sample tested at District Lab, Gadchiroli, found potable. Health camp organized in the school and all cases treated symptomatically. Health education given.",,24
21,MH/KOP/2016/24/1416,MaharashtraKolhapur,ViralHepatitis E,20,00,11-06-16,15-06-16,Under Surveillance,"Cases reported from SC Shiroli, PHC Pulachi Shiroli, Tal Hatkanagle. District RRT investigated the outbreak. House to house survey done. Out of 20 Blood serum samples tested at SSH Lab, Kolhapur; 01 tested positive for HEV virus. All cases treated symptomatically. Chlorination done. Health education given.",,24
22,MH/NAS/2016/24/1417,MaharashtraNashik,Dengue,20,00,13-06-16,16-06-16,Under Control,"Cases reported from Village/SC Shivadi, PHC Palkhed, Block Niphad. District RRT investigated the outbreak. House to house survey done. Out of 20 Blood serum samples tested at Dist. Priority Lab, Nashik; 2 found positive for Dengue IgM Elisa. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,24
23,MH/NAS/2016/24/1418,MaharashtraNashik,Dengue,12,00,15-06-16,18-06-16,Under Control,"Cases reported from Village Yeola City, Athawade Bajar, RH/Block, Yeola. District RRT investigated the outbreak. House to house survey done. Out of 12 Blood serum samples tested at Dist. Priority Lab, Nashik; 09 Samples found positive for IgM Elisa. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,24
24,OR/AGL/2016/24/1419,OdishaAngul,Acute Diarrheal Disease,16,02,12-06-16,16-06-16,Under Control,"Cases reported from Village Pratappur, SC/GP Handapa, Block/CHC R.K. Nagar. District RRT",,24
25,OR/BSR/2016/24/1420,OdishaBalasore,Food Poisoning,12,00,13-06-16,15-06-16,Under Control,"Cases reported from Village Talamedhi, SC Gandarda, CHC/Block Remuna. District RRT investigated the outbreak. House to house survey done. All cases consumed stale food (chicken curry). 02 Water sample tested at DPHL, Balasore, found potable. Health camp organized and all cases treated symptomatically. Health education given.",,24
26,OR/KHU/2016/24/1421,OdishaKhurda,Hepatitis E,44,00,13-06-16,18-06-16,Under Surveillance,"Cases reported from Village/SC Jadupur, CHC Mendhasal & Begunia (Jadupur) of BMC area, Block BBSR. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. Out of 17 Serum samples tested at RMRC, Bhubaneswar, 9 were positive for Hepatitis E.Out of 9 water samples tested at State Pathology Lab, Bhubaneswar, 4 were found non- potable All cases treated symptomatically. Health education given.",,24
27,OR/KPT/2016/24/1422,OdishaKoraput,Anthrax,09,00,14-06-16,16-06-16,Under Control,"Cases reported from Village Kadalipadar GP/SC Dandabadi. District RRT investigated the outbreak. House to house survey done. Out of 04 Samples tested at DPHL, Koraput. 1 sample tested positive by Gram stain. All cases treated symptomatically. Health education given.",,24
28,OR/SON/2016/24/1423,OdishaSonepur,Food Poisoning,21,00,10-06-16,17-06-16,Under Control,Cases reported,"from Village Nuamunda, GP feast. camp organized and all cases treated",24
3,GJ/KHD/2016/26/1523,GujaratKheda,Cholera,37,00,01-07-16,01-07-16,Under Surveillance,"Cases reported from VillageSamadra, SC Bidaj, PHC VasnaMargiya, BlockKheda. DistrictRRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. Out of 10 Stool samples tested at DPHL, Nadiad; 1 found positive for Cholera and all 5 water samples tested non- potable. All cases treated symptomatically. Health education given.",,26
4,GJ/NAV/2016/26/1524,GujaratNavsari,Acute Diarrheal Disease,12,00,01-07-16,01-07-16,Under Control,"Cases reported from VillageMaroli Bazar, PHC Sagra, BlockJalapore. DistrictRRT investigated the outbreak. House to house survey done. Contaminated food could be the probable cause of the outbreak. All 07 Stool samples tested negative for enteric pathogens and 2 water samples tested potable at DPHL Navsari. All cases treated symptomatically. Health education given.",,26
5,HR/YNN/2016/26/1525,HaryanaYamuna Nagar,Acute Diarrheal Disease,12,00,01-07-16,01-07-16,Under Control,"Cases reported from Village Mohan Nagar, Jagadhri, UPHC Ganga Nagar, BlockJagadhri. DistrictRRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. One stool sample tested at HPH Jagadhari was negative for Cholera.Out of 05 Water samples tested at Karnal; 1 was non potable. All cases treated symptomatically. Health education given.",,26
6,JK/KWR/2016/26/1526,Jammu & KashmirKupwara,Chickenpox,07,00,23-06-16,28-06-16,Under Surveillance,"Cases reported from Govt. Primary School Senja& Govt. Middle School Shundi, Block Kalaroch. DistrictRRT investigated the outbreak. House to house survey done. Majority of cases were in 06 years to 13 years of age group. All cases treated symptomatically. Health education given.",,26
7,JH/PAK/2016/26/1527,JharkhandPakur,Acute Diarrheal Disease,34,00,28-06-16,01-07-16,Under Surveillance,"Cases reported from Village Durgapur, HSC Sonajori, CHC/Block Pakur. Lab samples/results not yet collected. DistrictRRT investigated the outbreak. House to house survey done.All cases treated symptomatically. Health education given.",,26
8,KN/BGK/2016/26/1528,KarnatakaBagalkot,Malaria,24,00,27-06-16,29-06-16,Under Control,"Cases reported from VillageHirekodagali, Guggalmari, Hanumnal&Gudur, PHC/CHC Kandgal, TalukHunagund. DistrictRRT investigated the outbreak. House to house fever survey done. Out of 1113 PBS examined 24",,26
26,TN/TVL/2016/26/1552,Tamil NaduThiruvallur,Food Poisoning,09,00,01-07-16,01-07-16,Under Control,"Cases reported from Sivada Govt. High School, HSC Sivada, PHC Poonimangadu, BlockThiruvelangadu. DistrictRRT investigated the outbreak. House to house survey done. Majority of cases were in 10 to 14 years of age group. All 09 Rectal swabs examined at DPHL, Tiruvallur; were negative for enteric pathogens. All cases treated symptomatically. Health education given.",,26
27,UP/LKW/2016/26/1553,Uttar PradeshLucknow,Chickenpox,20,00,27-06-16,29-06-16,Under Surveillance,"Cases reported from Village Banke Nagar, Tarauna, Daulatpur, PHC Rahimabad, CHC/ Block Malihabad. DistrictRRT investigated the outbreak. House to house survey done. All 9 Blood samples tested at KGMU found positive for IgM Anti VZV. All cases treated symptomatically. Health education given.",,26
28,WB/MLD/2016/26/1554,West BengalMalda,Fever/Malaria,33,00,23-06-16,24-06-16,Under Control,"Cases reported from VillageDumuria, GP Malior- 1, BlockHarischandrapur-II. investigated the outbreak. House to house survey done. 01 RDK-31 negative for malaria & 01 positive for PF. All cases treated symptomatically. Health education","DistrictRRT tested; Result, 30 found",26
29,WB/NCP/2016/26/1555,West BengalNorth 24 Pargans,Cholera,137,00,03-07-16,05-07-16,Under Control,"Cases Itinda,",,26
31,AP/CTR/2016/26/1556,Andhra PradeshChittoor,Food Poisoning,26,00,18-06-16,Under Control,,"Cases reported from Village Weavers Colony, DP Street & PR Mangalam, DistrictRRT investigated the outbreak. House to house",SC/PHC/Block Narayanavanam.,26
32,AS/NCH/2016/26/1557,AssamDima-Hasao,Fever with Rash,15,00,22-06-16,Under Control,,Cases,"reported from Village/CHC DihurPhonglo, Dimalikpur, Saiding, BPHC Langting, PHCMaibang. DistrictRRT investigated the outbreak. House to house survey done. Majority of cases were in 09 months to 09 years of age group. All cases treated symptomatically. Health education given.",26
33,BH/NAW/2016/26/1558,BiharNawada,Food Poisoning,29,00,22-06-16,Under Control,,Cases,"reported from VillageJamuawa, MohMahadalitTola, PHC Saliganj, BlockWarsaliganj. DistrictRRT investigated the outbreak. House to house survey done. Majority of cases were in 06 to 10 years of age group. Health camp organized and all cases treated symptomatically. Health education given.",26
34,CT/BLS/2016/26/1559,ChhattisgarhBilaspur,Acute Diarrheal Disease,96,00,13-06-16,Under Surveillance,,,"Cases reported from VillageChittawar, SC Mochh, PHC Girdhona, BlockTakhatpur. DistrictRRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. All cases treated symptomatically. Health education given.",26
35,CT/MHN/2016/26/1560,ChhattisgarhMahasamun d,Acute Diarrheal Disease,19,00,10-06-16,Under Surveillance,,Raipur;,"Cases reported from Village/CHC Devri, PHC Mungaser, CHC/Block Bagbahara. DistrictRRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. 02 Food samples collected and sent to Medical College, Result awaited. All cases treated symptomatically. Health education given.",26
36,CT/RGR/2016/26/1561,ChhattisgarhRaigarh,Acute Diarrheal Disease,39,00,22-06-16,Under Surveillance,,PHC/SHC,"Cases reported from Village Kaharchuwa, CHC Lailunga, Lamdand. DistrictRRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. All cases treated symptomatically. Health education given.",26
37,JH/SIM/2016/26/1562,JharkhandSimdega,Cutaneous Anthrax,09,00,21-06-16,Under Surveillance,,"Cases Badkatoli),","reported from Village Sogra (Pithiyartoli, CHC Simdega, Block Pakartand, BlockSimdega. DistrictRRT investigated the outbreak. House to house survey done. Swab samples and Out of 09 Blood samples tested at Manipal University, 4 were",26
39,KN/CKR/2016/26/1563,KarnatakaChikkaballa pur,Chickenpox,09,00,14-04-16,Under Control,,"Cases reported from Village Mareganahalli, PHC Dibbur, TalChickaballapura. DistrictRRT investigated the outbreak. House to house survey done. Out of 03 Blood serum samples tested at MCVR Manipal; 02 found positive for Chicken pox. All cases treated symptomatically. Health education given.",,26
40,KN/MNY/2016/26/1564,KarnatakaMandya,Chikungunya,31,00,06-06-16,Under Control,,"Cases reported from VillageHuchegowdanakopplu, SC Dadda, PHC Shivalli, investigated the outbreak. House to house survey done. 03 Blood & 06 Water sample collected and sent to District Health Lab, Mandya; Result, 01 Sample found positive",,26
41,KN/KRW/2016/26/1565,KarnatakaUttara Kannada,Acute Gastroenteritis,33,00,18-05-16,Under Control,,"Cases reported from Village/SC Kolikere, PHC Kirwatti, BlockYellapur. DistrictRRT investigated the outbreak. House to house survey done. 03 Stool and 04 Water samples were collected; Result, Stool samples found negative for cholera by KIMS, Hubli. Water samples found NSPP by SSL, Karwar. Health camp organized and all cases treated symptomatically. Health education given.",,26
42,KL/MLP/2016/26/1566,KeralaMalappura m,Diphtheria,03,02,06-06-16,Under Surveillance,,"Cases reported from Village/PHC Omanur, Tanur, Pallikkal, HSC Chechode, M/c Tanur, M/c Pallikkal, Block OmanurValavannur, investigated the outbreak. House to house survey done. Throat swab sample collected and sent to MCH Calicut; Result, throat swab culture found negative. All cases treated symptomatically.",,26
43,MP/VSA/2016/26/1567,Madhya PradeshVidisha,Acute Diarrheal Disease,14,00,09-06-16,Under Control,,"Cases reported from VillageImlavda, SC/ PHC Atarikhejra, CHC Gyaraspur. DistrictRRT investigated the outbreak. House to house survey done. Water Sample collected tested at PHED was found non potable. All cases treated symptomatically. Health education given.",,26
44,MH/AMN/2016/26/1568,MaharashtraAhmednaga r,Suspected Dengue,07,01,22-06-16,Under Surveillance,,,,26
46,RJ/BHA/2016/26/1569,RajasthanBharatpur,Cholera,14,00,20-06-16,Under Control,,"Cases reported from VillagePana, SC NaglaTehreiya, CHC Uchchain, BlockRoopwas. DistrictRRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. 01 Stool sample found positive for Vibrio Cholera &Enterobacter Cloacae and 2 Water samples found non potable at SMS Medical College, Jaipur. All cases treated symptomatically. Health education given.",,26
47,TN/DDG/2016/26/1570,Tamil NaduDindigul,Fever,126,00,03-06-16,Under Surveillance,,"Cases reported from VillageAladipatti, SC Pannaikadu I, PHC Poolathur, BlockKodaikanal. DistrictRRT investigated the outbreak. House to house survey done. 18 Serum samples sent to DPHL, Dindigul. 19 Smear samples sent to DPHL, Periyakulam. 8 Serum sent to IVCA, Hosur; Result, 09 samples found positive for Dengue. All cases treated symptomatically. Health education given.",,26
48,TL/NIZ/2016/26/1571,TelanganaNizamabad,Food Poisoning,57,00,21-04-16,Under Surveillance,,"Cases reported from VillageSardapoorthada, Somaram, Mandal Machareddy. DistrictRRT investigated the outbreak. House to house survey done.All cases consumed chicken at a marriage function. All 03 Water samples tested found to be non-potable. Health camp organized in the school and all cases treated symptomatically. Health education given.",,26
49,WB/BNK/2016/26/1572,West BengalBankura,Cholera,56,00,19-06-16,Under Control,,"Cases reported from VillageBhagabanpur, SC/GP Dhansimla, BlockSonamukhi. DistrictRRT investigated the outbreak. House to house survey done. Out of 03 Stool samples tested at BSMCH, Bankura; one was positive for Vibrio Cholera O1 Ogawa All cases treated symptomatically. Health education given.",,26
50,WB/SPG/2016/26/1573,West BengalSouth 24 Parganas,Measles,13,00,15-05-16,Under Control,,"Cases reported from Village Uttar Kalagachia, SC Astha, GP Gopalpur, BlockFalta. DistrictRRT investigated the outbreak. House samples tested positive for Measles IgM at Institute of Serology, Kolkata. All cases Health education given.",to house survey done.All 05 Blood treated symptomatically.,26
51,AS/JRT/2016/25/1453,Cholera,17,00,19-06-16,Under Surveillance,"11 Cases reported from BPHC Baghchung, TE Duklongia in week 25th. 6 more cases reported in week 26th.",,,,26
52,KN/BDR/2016/25/1461,Cholera,43,00,18-06-16,Under Control,"More cases reported from Village Sindankera, Taluk Humanabad. One stool sample tested positive for Vibrio Cholera.",,,,26
53,KN/CKR/2016/16/0858,Mumps,11,00,14-06-16,Under Control,"Cases reported from Village Mareganahalli, PHC Dibbur, TalukChickaballapura. All 03 Serum samples tested at SIMS Shivamogafound positive for Mumps.",,,,26
54,KN/CKR/2016/24/1401,Dengue,57,00,09-06-16,Under Surveillance,"Cases reported from Village Pindipapanahalli, PHC Hunasenahalli, TalSidlahatta. 49 cases of fever were reported in week 24. Cases have increased to 57 and out of 03 Blood serum sample collected and sent to District Surveillance Lab, Chickaballapura; Result, 01 Sample found to be positive.",,,,26
65,WB/MDN/2016/23/1364,Paschim  Medinipur,Food Poisoning,40,00,10-06-16,Under  Control,,Food sample and all 03 Stool samples tested at MMCH; found  negative for enteric pathogens.,,28
59,MN/IMP/2016/28/1680,Japanese  Encephalitis,12,00,02-07-16,Under  Surveillance,"Cases  have  increased  to  12.    Out  of  06  Blood,  01  CSF  Samples  tested  at  JNIMS,  Imphal;  03  Samples found positive for JE. All cases treated symptomatically. Health education given.",,,,29
60,WB/HGL/2016/28/1673,Dengue,933,00,11-07-16,Under  Surveillance,"Cases have increased to 933 as on 20-8-16.  Blood samples tested at DH, Hooghly & NICED;   499  found positive by NS1 ELISA and 71 by IgM. All cases treated symptomatically. Source reduction  activities undertaken. Health education given.",,,,29
61,WB/MLD/2016/24/144 8,Measles and  Rubella,26,00,27-05-16,Under  Control,"Out of 06 Blood samples collected and sent to Institute of Serology, Kolkata, and 02 Urine samples  collected and sent to Microbiology Dept.; 03 Samples found positive for Measles, 01 Sample found  positive for Rubella. All cases treated symptomatically. Health education given.",,,,29
87,MN/IMP/2016/28/1680,Thoubal/  Imphal East/  Senapati,Japanese  Encephalitis,27,02,02-07-16,,,Under  Surveillance,"Cases reported from Village Imphal East/West, Chandel, Churchandpur, Senapati,  Ukhrul, Thoubal. Out of 80 samples tested in week 30th; 15samples found positive.   One death of 48 year old female occurred in week 30th.",30
88,WB/HGL/2016/28/1673,Hooghly,Dengue,1109,00,11-07-16,,,Under  Surveillance,"Cases reported from Village Serampore Muni, Wd no. 3,7,8,9,10,11,12. Cases have  increased from 457 in week 28th to 1109 in the current week.1052 Blood samples  collected and sent to DH, Hooghly & 04 at Pvt Lab; Result, NS1 Elisa reactive=283,  IgM reactive=43=326 nos.",30
89,WB/MDW/2016/29/172 9,Paschim  Medinipur,Dengue,1665,02,15-07-16,,,Under  Control,"Cases reported from 2 villages namely,",30
57,MN/IMP/2016/28/1680,Thoubal/  Imphal East/  Senapati,Japanese  Encephalitis,33,03,02-07-16,Under  Surveillance,,"Cases reported from Village Imphal East/West, Chandel, Churchandpur, Senapati,  Ukhrul,  Thoubal.  District  RRT  investigated  the  outbreak.  House  to  house  survey  done. Out of 88 samples tested in week 31st, 8 were found positive. Out of a total of  193samples examined since start of outbreak, 35 were found positive.",,31
58,OR/JAJ/2016/30/1822,Jajpur,Hepatitis A,09,00,25-07-16,Under  Surveillance,,"9  more  cases  reported  from  another  Village  Achutabasanta  (Dalei  Sahi),  GP  Achutabasanta, SC Chandia, PHC/Block Barchana. Out of 04 Serum samples tested  at SCB MCH, 3 samples tested positive for Hepatitis-A.  1 Water sample tested by  State Bacteriologist and Pathologist found potable.",,31
59,WB/HGL/2016/28/1673,Hooghly,Dengue,1469,00,11-07-16,Under  Surveillance,,"Cases  reported  from  Village  Serampore  Muni.  Wd  No.  3,  7,  8,  9,  10,  4,  11,  12.  District RRT investigated the outbreak. House to house  survey done. 1351 Blood  samples  collected  and  sent  to  NICED  &  04  at  Pvt.  Lab;  Result,  419  Elisa  NS1  reactive, IgM reactive=58=477. All cases treated symptomatically. Source reduction  activities undertaken. Health education given.",,31
51,AS/KMM/2016/12/1238,Dengue,313,01,24-04-16,Under Surveillance,"Cases reported from Capital Zone, East Zone, BPHC Sonapur, West Zone. District RRT investigated the outbreak. House to house survey done. Out of 313 samples tested, 245 positive with NS1 Elisa and 96 positive with IgM ELISA. All cases treated symptomatically. Source reduction activities undertaken. Health education given.deceased was 36 year old female",,,,32
12,MP/SHL/2016/34/2010,Madhya PradeshSinghrouli,Acute Diarrheal Disease,13,00,22-08-16,27-08-16,Under Control,"Cases reported from Village Barwadih, SC/PHC Lamsarai, CHC-Chitrangi, Block Chitrangi. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. 01 Water sent to PHED Lab for analysis, result awaited. All cases treated symptomatically. Health education given.",,34
13,MH/AMR/2016/34/2011 Maharashtra,Amravati,Acute Gastroenteritis,41,00,19-08-16,22-08-16,Under Control,"Cases reported from Village/PHC Bijudhawadi, Block Dharni. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. Out of 10 Water samples tested at DPHL Amravati, 01 sample found non potable. All cases treated symptomatically. Health education given.",,34
14,PN/PON/2016/34/2012,PuducherryPondicherry,Food Poisoning,11,00,22-08-16,26-08-16,Under Control,"Cases reported from Village Pudhu Nagar, PHC Thirukanur, Block Mannadipet. District RRT investigated the outbreak. House to house survey done. All 05 water samples tested at PHL, Indira Nagar, Gorimeddu. Puducherry, found potable. Food samples were not yet collected. All cases treated symptomatically. Health education given.",,34
15,PB/FKT/2016/34/2013,PunjabFaridkot,Diphtheria,01,00,27-08-16,29-08-16,Under Surveillance,"Cases reported from Village Giani Lal Singh WaliGali, Prem Nagar, Kotakpura. District RRT investigated the outbreak. House to house survey done. Out of 06 Serum samples tested at GGS Medical College Faridkot, 01 sample found positive for Diphtheria. All cases treated symptomatically. Health education given.",,34
16,RJ/BKN/2016/34/2014,RajasthanBikaner,Shigellosis,15,00,26-08-16,26-08-16,Under Surveillance,"Cases reported CHC/Block investigated the outbreak. House to house survey done. All Microbiology Dept, SPMC Bikaner, growth ofShigella. All 04 Water samples tested,",,34
33,AS/JRT/2016/34/2030,AssamJorhat,Food Poisoning,22,00,17-08-16,Under Control,,,"Cases reported from Village Rangachani Missing Bornoloni Goan, District RRT investigated the outbreak. Contaminated",34
35,BH/MNG/2016/34/2031,BiharMunger,Malaria,08,00,15-08-16,Under Surveillance,,"Cases reported from Village Mathura, HSC Ghatwari, Block/PHC Dharhara. District RRT investigated the outbreak. House to house survey done. Affected cases are from 10 to 25 years of age group. Out of 22blood samples tested by RDT kit for Malaria, 07 samples found positive for P.Falciparum,&01 sample found positive for P. Vivax. All cases treated symptomatically. Health education given.",,34
36,BH/MZP/2016/34/2032,BiharMuzaffarpur,Food Poisoning,18,02,15-08-16,Under Control,,"Cases reported from Village/HSC Marwan Bhoj, Block Marwan. District RRT investigated the outbreak. House to house survey done. Lab samples were not yet collected. Majority of cases were in 03 to 35 years of age group. All cases treated symptomatically. Health education given. Deceased were 10 year and 56 year old males.",,34
37,BH/NLD/2016/34/2033,BiharNalanda,Acute Diarrheal Disease,12,00,09-08-16,Under Surveillance,,"Cases reported from Village Hardan Bigha, HSC Telmar, Block Harnaut. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. Lab samples were not yet collected. All cases treated symptomatically. Health",,34
38,BH/NLD/2016/34/2034,BiharNalanda,Acute Diarrheal Disease,21,00,09-08-16,Under Surveillance,,"Cases reported from Village Kamta (Mushartola), HSC Lohanda, Block Hilsa. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. Lab samples were not yet collected. All cases treated symptomatically. Health education given.",,34
39,CT/BRR/2016/34/2035,ChhattisgarhBalrampur,Acute Diarrheal Disease,55,02,13-08-16,Under Control,,Cases reported from four adjacent Villages:,,34
40,CT/JAN/2016/34/2036,ChhattisgarhJanjgir,Shigellosis,23,00,15-08-16,Under Surveillance,,"Cases reported from Village/SC Godhana, PHC Saikhan, CHC Nawagarh. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. 01 stool sample tested at CIMS, Bilaspur, shown growth of Shigella. All cases treated symptomatically. Health education given.",,34
42,CT/JAN/2016/34/2037,ChhattisgarhJanjgir,Acute Diarrheal Disease,27,00,16-08-16,Under Surveillance,,"Cases reported from Village/SC/PHC Dhurkot, CHC Nawagarh. District RRT investigated the outbreak. House to house survey done. 02 Stool samples tested at CIMS, Bilaspur, shown E. coli growth. All cases treated symptomatically. Health education given.",,34
43,CT/KOR/2016/34/2038,ChhattisgarhKorba,Cholera,07,02,18-07-16,Under Surveillance,,"Cases reported from Village Para-Kudrichingar (Katelpara), SHScArsena, PHC Lemroo, Block Korba. District RRT investigated the outbreak. House to house survey done. Out of 02 stool samples tested at CIMS Bilaspur; 01 found positive for Vibrio Cholera and other one found positive for E-coli. Health camp organized in the school and all cases treated symptomatically. Health education given. Deceased details awaited.",,34
44,CT/RGR/2016/34/2039,ChhattisgarhRaigarh,Acute Gastroenteritis,48,00,14-07-16,Under Surveillance,,"Cases reported from Village Noonpani, SHC Khamhardih, CHC Sarangarh. District RRT investigated the outbreak. Majority of cases were in 10 years to 35 years of age group. All cases treated symptomatically. Health education given.",,34
45,CT/RGR/2016/34/2040,ChhattisgarhRaigarh,Food Poisoning,23,00,05-08-16,Under Surveillance,,Cases reported,"from Village Bhikharimal, SHC Kotaria, CHC Loing. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 10 years to 35 years of age group. Lab samples were not yet collected. All cases treated symptomatically. Health education given.",34
46,CT/RGR/2016/34/2041,ChhattisgarhRaigarh,Acute Gastroenteritis,16,00,26-07-16,Under Surveillance,,,"Cases reported from Village Mahloi, CHC Tamnar. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",34
47,CT/RGR/2016/34/2042,ChhattisgarhRaigarh,Acute Gastroenteritis,30,00,30-07-16,Under Surveillance,,education given.,"Cases reported from Village/SHC Kuma, PHC Chalha, CHC Vijaynagar. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 15 years to 40 years of age group. All cases treated symptomatically. Health",34
48,CT/RGR /2016/34/2043,ChhattisgarhRaigarh,Acute Gastroenteritis,41,00,15-08-16,Under Control,,District RRT cases treated symptomatically. Health education given.,"Cases reported from Village/SHC Botalda, CHC Chaple.",34
49,JK/BGM/2016/34/2044,Jammu & KashmirBudgam,Chickenpox,14,00,30-05-16,Under Control,,District RRT survey done. All cases education given.,"Cases reported from Hanfia Model School, Block Magam. investigated the outbreak. House to house treated symptomatically. Health",34
57,MP/RTM/2016/34/2051,Madhya PradeshRatlam,Cholera,06,00,31-07-16,Under Control,,"Cases reported from Village Binti, SHC Chikni, PHC Chandragraha, Block Bajana. District RRT investigated the found positive for V.",,34
58,MH/JLN/2016/34/2052,MaharashtraJalna,Dengue,07,01,15-08-16,Under Surveillance,,year old female.,"Cases reported from Village Mandwa, SC Najik Pangri, PHC Shelgaon, Taluk Badnapur. District RRT outbreak. House to house survey done. Out of 07 Blood samples tested at Govt. Medical College, Aurangabad, 01 found positive for dengue by IgM Elisa. All cases treated symptomatically. Health education given. Deceased was 17",34
59,MH/SGL/2016/34/2053,MaharashtraSangli,Dengue,09,00,28-07-16,Under Control,,Cases reported Walva. District RRT dengue by IgM,"from Village/SC/PHC Borgaon, Block investigated the outbreak. House house survey done. Out of 09 blood serum samples tested at Govt. Medical College Miraj, 04 samples found positive for Elisa. symptomatically.Health education given.",34
60,MG/WGH/2016/34/2054,MeghalayaWest Garo Hill,Dengue,63,00,11-08-16,Under Surveillance,,Source given.,"Cases reported from Village Tura Urban area. District RRT investigated the outbreak. House to house survey done. 63 blood samples found positive for dengue at Dist. Priority Lab, by IgM ELISA. All cases reduction activities undertaken. Health education",34
61,OR/GJM/2016/34/2055,OdishaGanjam,Acute Diarrheal Disease,36,00,17-08-16,Under Control,,Cases reported,"from Village/GP/SC Bhagabanpur, Block Bhagabanpur District RRT investigated the outbreak. House to house survey done. Contaminated food and water could be the probable cause of the outbreak. All 05 water samples tested at MKCG MCH, Berhampur, found non potable. All cases treated symptomatically. Health education given.",34
62,OR/JAJ/2016/34/2056,OdishaJajpur,Hepatitis-A,14,00,01-08-16,Under Control,,"GPSC Taharpur, of 06 Serum samples cases education given.","Cases reported from Village Tentulikhunta (Baladia Matha), CHC/Block investigated the outbreak. House to house survey done. Out tested at SC BMCH, Cuttack, 05 samples found positive of Hepatitis A. Out of 03 Water samples tested at SPBL, 02 samples found non potable. All treated symptomatically. Chlorination done. Health",34
